customer_id,tenure_months,subscription_tier,monthly_charges,login_frequency_monthly,feature_usage_pct,support_tickets_90d,payment_delays_12m,discount_count,nps_score,email_open_rate,last_activity_days,churned,engagement_score,is_high_value,has_payment_issues,is_heavy_support_user,is_inactive,clv_estimate,risk_score_baseline,churn_probability,risk_tier,duration_days,event_observed,predicted_days_until_churn
CUST_002764,14,Premium,146.17,16,17.3,3,0,0,6,0.477,10,0,42.730000000000004,1,0,1,0,1637.104,47.181,0.6293976303972302,High,120,0,95
CUST_002765,3,Basic,31.47,20,7.1,2,3,1,8,0.247,7,1,43.07,0,1,0,0,75.528,42.07899999999999,0.6953957993084464,High,11,1,88
CUST_002766,76,Premium,144.62,16,23.8,0,0,0,7,0.418,4,0,45.49999999999999,1,0,0,0,8792.896,16.350000000000005,0.16014450071604602,Low,120,0,109
CUST_002767,18,Premium,147.77,13,18.0,2,0,0,7,0.088,13,0,34.160000000000004,1,0,0,0,2127.8880000000004,19.752,0.5659095537500582,High,120,0,95
CUST_002768,6,Basic,31.79,14,19.8,1,1,0,7,0.373,6,0,41.400000000000006,0,1,0,0,152.592,42.58,0.5496670632499905,High,120,0,96
CUST_002769,16,Standard,74.25,15,17.7,1,0,2,7,0.402,4,0,42.35,0,0,0,0,950.4000000000001,17.295,0.4894178201665942,Medium,120,0,100
CUST_002770,27,Basic,26.48,16,18.0,1,0,1,6,0.514,1,0,43.68,0,0,0,0,571.9680000000001,26.895999999999997,0.41497631305871824,Medium,120,0,102
CUST_002771,1,Basic,31.08,11,41.1,1,0,0,5,0.353,1,0,40.39,0,0,0,0,24.864,27.883000000000003,0.5178514872985521,High,120,0,94
CUST_002772,7,Basic,31.14,16,68.6,1,0,2,10,0.421,1,0,65.0,0,0,0,0,174.38400000000001,10.5,0.25760092799712847,Medium,120,0,105
CUST_002773,39,Standard,78.56,8,37.6,1,0,1,6,0.417,12,0,39.62,0,0,0,0,2451.072,28.114,0.4026426046177471,Medium,120,0,104
CUST_002774,14,Standard,79.22,21,35.8,4,0,1,7,0.153,0,0,48.8,0,0,1,0,887.264,35.36,0.46483196548529526,Medium,120,0,96
CUST_002775,18,Enterprise,319.08,16,23.8,4,0,0,6,0.425,24,0,43.64,1,0,1,1,4594.7519999999995,61.908,0.643485172463524,High,120,0,91
CUST_002776,13,Basic,30.38,13,57.6,0,0,1,8,0.45,6,0,55.28000000000001,0,0,0,0,315.952,13.415999999999999,0.3235073644768261,Medium,120,0,104
CUST_002777,1,Enterprise,284.96,15,14.2,2,1,0,4,0.113,0,1,29.520000000000003,1,1,0,0,227.968,56.144,0.6379135705380431,High,7,1,82
CUST_002778,4,Basic,26.2,13,14.9,1,0,0,2,0.121,11,0,23.89,0,0,0,0,83.84,32.833,0.7117793503902091,High,120,0,85
CUST_002779,14,Premium,148.4,22,48.2,0,1,0,10,0.352,14,0,63.5,1,1,0,0,1662.08,35.95,0.29671032506908773,Medium,120,0,105
CUST_002780,5,Standard,84.67,15,45.9,3,0,1,7,0.148,3,0,45.72999999999999,0,0,1,0,338.68000000000006,36.281000000000006,0.5150531854184773,High,120,0,94
CUST_002781,1,Basic,31.3,22,55.7,1,0,1,7,0.536,3,0,63.43,0,0,0,0,25.040000000000003,10.971,0.34779457099646566,Medium,120,0,103
CUST_002782,44,Premium,162.6,12,29.9,1,0,1,7,0.595,13,1,46.87,1,0,0,0,5723.52,15.939000000000004,0.3597697412508674,Medium,119,1,106
CUST_002783,95,Standard,85.0,16,13.2,5,0,0,2,0.695,4,0,37.86000000000001,0,0,1,0,6460.0,48.641999999999996,0.30603471300158896,Medium,120,0,107
CUST_002784,37,Premium,151.39,9,19.7,0,0,1,8,0.548,5,1,41.870000000000005,1,0,0,0,4481.143999999999,17.438999999999997,0.3679538142657195,Medium,119,1,105
CUST_002785,46,Standard,78.12,13,8.5,3,0,2,7,0.216,15,0,33.87,0,0,1,1,2874.8160000000007,54.839,0.49646064892104297,Medium,120,0,99
CUST_002786,6,Standard,83.34,10,46.5,5,0,2,4,0.223,0,1,36.410000000000004,0,0,1,0,400.03200000000004,49.077,0.6423338092899711,High,25,1,84
CUST_002787,77,Standard,82.79,16,24.6,2,1,0,7,0.204,15,1,41.459999999999994,0,1,0,1,5099.864000000001,57.562000000000005,0.20243567964263637,Low,119,1,107
CUST_002788,5,Premium,150.14,10,36.1,2,0,0,5,0.52,18,0,41.23,1,0,0,1,600.56,42.631,0.6057994068084217,High,120,0,91
CUST_002789,72,Basic,26.61,15,43.5,2,0,0,7,0.499,0,0,52.03,0,0,0,0,1532.736,14.391,0.14556496758522539,Low,120,0,109
CUST_002790,120,Premium,161.7,15,34.3,2,0,1,8,0.583,8,0,52.95000000000001,1,0,0,0,15523.2,14.114999999999998,0.07306476686535085,Low,120,0,111
CUST_002791,29,Premium,147.68,18,12.4,2,1,2,5,0.516,2,0,42.04,1,1,0,0,3426.1760000000004,52.388000000000005,0.47231188614874337,Medium,120,0,100
CUST_002792,95,Basic,28.21,22,19.7,1,0,3,3,0.768,5,0,49.269999999999996,0,0,0,0,2143.9600000000005,25.219,0.15811191265472568,Low,120,0,110
CUST_002793,20,Basic,29.75,14,4.7,4,0,1,8,0.228,7,0,35.97,0,0,1,0,476.0,39.209,0.638644373733569,High,120,0,94
CUST_002794,7,Premium,154.18,14,6.3,3,0,2,7,0.436,6,1,38.61,1,0,1,0,863.408,38.417,0.6895887782925134,High,30,1,91
CUST_002795,13,Standard,74.43,18,23.7,1,0,2,7,0.284,7,0,44.79,0,0,0,0,774.0720000000001,16.563000000000002,0.4775219076285499,Medium,120,0,100
CUST_002796,21,Standard,84.32,24,32.1,1,0,0,7,0.45,5,0,56.63,0,0,0,0,1416.576,13.011,0.32895701758212426,Medium,120,0,104
CUST_002797,1,Basic,27.78,13,54.2,2,1,0,8,0.169,9,0,48.64,0,1,0,0,22.224000000000004,40.408,0.46689640099049257,Medium,120,0,96
CUST_002798,23,Standard,74.05,16,31.2,2,0,0,5,0.619,5,0,47.74,0,0,0,0,1362.52,25.677999999999997,0.44428453383457406,Medium,120,0,101
CUST_002799,95,Basic,28.46,15,36.6,1,1,4,6,0.552,1,0,49.019999999999996,0,1,0,0,2162.9600000000005,50.294,0.11587886042563154,Low,120,0,110
CUST_002800,5,Standard,82.64,20,7.4,1,0,1,5,0.386,1,0,39.94,0,0,0,0,330.56,28.018,0.5692308683494027,High,120,0,95
CUST_002801,37,Premium,162.87,19,44.4,4,0,2,3,0.499,7,1,48.29999999999999,1,0,1,0,4820.952,45.510000000000005,0.4488331817017816,Medium,119,1,101
CUST_002802,57,Basic,30.79,14,22.5,3,0,0,9,0.363,4,0,46.010000000000005,0,0,1,0,1404.0240000000001,36.197,0.30146848596678694,Medium,120,0,106
CUST_002803,69,Standard,85.96,17,31.8,2,0,1,2,0.287,3,0,36.28,0,0,0,0,4744.992,29.116,0.26130665010496174,Medium,120,0,106
CUST_002804,77,Enterprise,277.51,13,48.2,0,1,1,2,0.468,5,0,40.82,1,1,0,0,17094.616,52.754000000000005,0.18090404827383103,Low,120,0,108
CUST_002805,17,Premium,136.22,12,30.1,3,0,1,6,0.472,30,0,42.47,1,0,1,1,1852.5919999999999,62.259,0.6743762676357973,High,120,0,94
CUST_002806,90,Premium,150.72,17,23.1,3,1,1,6,0.288,6,0,41.69,1,1,1,0,10851.84,72.493,0.20930660351908115,Low,120,0,108
CUST_002807,33,Standard,75.69,15,39.3,2,0,1,1,0.443,8,0,37.65,0,0,0,0,1998.2160000000001,28.705,0.4754643240246951,Medium,120,0,99
CUST_002808,4,Premium,158.78,16,39.3,4,0,0,8,0.309,7,0,49.970000000000006,1,0,1,0,508.096,35.009,0.5600698654108456,High,120,0,94
CUST_002809,15,Basic,30.0,15,11.7,1,0,1,3,0.23,8,0,29.110000000000003,0,0,0,0,360.0,31.267,0.6243609779707721,High,120,0,93
CUST_002810,30,Basic,31.73,15,27.6,3,0,1,3,0.186,1,0,33.0,0,0,1,0,761.52,50.099999999999994,0.5257897977918214,High,120,0,96
CUST_002811,6,Basic,27.58,17,28.5,4,1,0,3,0.504,0,0,41.629999999999995,0,1,1,0,132.384,72.511,0.6468135012102505,High,120,0,87
CUST_002812,24,Standard,78.78,14,42.4,4,1,0,7,0.496,10,0,50.63999999999999,0,1,1,0,1512.576,59.808,0.49683694561836866,Medium,120,0,99
CUST_002813,26,Premium,149.04,12,25.1,3,0,1,4,0.389,1,0,35.31,1,0,1,0,3100.032,49.407,0.557030342131778,High,120,0,96
CUST_002814,4,Standard,74.88,8,18.6,0,0,1,7,0.662,0,1,40.82,0,0,0,0,239.61599999999999,17.754,0.5479341822528287,High,18,1,98
CUST_002815,19,Premium,151.68,17,25.1,2,1,1,5,0.585,2,0,46.22999999999999,1,1,0,0,2305.536,51.131,0.47501093566600466,Medium,120,0,99
CUST_002816,35,Premium,147.31,13,12.7,2,1,0,9,0.393,4,0,42.67,1,1,0,0,4124.68,42.199,0.3966476017083623,Medium,120,0,102
CUST_002817,16,Standard,78.16,13,4.4,2,0,0,4,0.326,2,0,28.84,0,0,0,0,1000.448,31.348,0.6220908021160869,High,120,0,91
CUST_002818,1,Standard,76.83,15,29.5,2,0,2,6,0.443,0,0,44.71,0,0,0,0,61.464,26.587,0.5422392784406542,High,120,0,94
CUST_002819,1,Standard,71.37,18,22.6,2,0,2,7,0.328,2,0,45.34,0,0,0,0,57.096000000000004,16.398,0.5403096718253645,High,120,0,95
CUST_002820,10,Standard,79.35,19,27.8,3,1,0,9,0.508,0,0,55.50000000000001,0,1,1,0,634.8000000000001,58.349999999999994,0.4634380281521224,Medium,120,0,99
CUST_002821,62,Basic,28.04,10,34.4,1,0,1,5,0.279,5,1,35.9,0,0,0,0,1390.784,29.23,0.2690853663192217,Medium,119,1,106
CUST_002822,6,Enterprise,269.18,23,32.8,2,0,0,7,0.248,8,0,51.800000000000004,1,0,0,0,1292.064,14.459999999999999,0.4537331892248596,Medium,120,0,98
CUST_002823,24,Basic,27.89,17,47.0,2,1,1,1,0.209,8,0,37.279999999999994,0,1,0,0,535.488,53.816,0.4852746490702893,Medium,120,0,95
CUST_002824,6,Basic,27.72,10,24.6,2,2,0,8,0.447,10,0,42.32,0,1,0,0,133.056,42.304,0.6447237496021899,High,120,0,92
CUST_002825,9,Premium,145.82,11,52.1,5,1,1,7,0.127,0,0,43.169999999999995,1,1,1,0,1049.904,62.049,0.5336391018312533,High,120,0,89
CUST_002826,45,Standard,73.18,9,40.4,2,1,1,9,0.544,9,0,50.0,0,1,0,0,2634.4800000000005,40.0,0.304591133357185,Medium,120,0,106
CUST_002827,31,Premium,149.23,13,22.3,1,1,0,8,0.398,9,0,43.650000000000006,1,1,0,0,3700.9040000000005,41.905,0.40668044992601665,Medium,120,0,103
CUST_002828,2,Standard,82.04,12,36.4,2,3,1,6,0.473,4,0,44.379999999999995,0,1,0,0,131.264,51.686,0.6661450134880095,High,120,0,88
CUST_002829,13,Standard,81.06,13,17.2,1,0,0,6,0.554,6,0,41.24,0,0,0,0,843.024,27.627999999999997,0.54329518848968,High,120,0,98
CUST_002830,1,Basic,30.76,17,37.2,1,1,1,0,0.404,7,1,36.24000000000001,0,1,0,0,24.608000000000004,54.128,0.6372982868965146,High,7,1,88
CUST_002831,15,Standard,78.24,15,20.0,3,0,2,9,0.334,4,0,45.68,0,0,1,0,938.88,36.296,0.5367096572007811,High,120,0,98
CUST_002832,26,Standard,79.3,12,35.3,3,1,0,8,0.504,33,0,48.67,0,1,1,1,1649.4399999999998,75.399,0.5851577200723556,High,120,0,99
CUST_002833,3,Premium,158.25,17,46.8,1,0,0,7,0.582,0,1,56.68,1,0,0,0,379.8,12.996,0.3833971061251398,Medium,13,1,101
CUST_002834,8,Standard,77.86,16,37.7,4,0,0,6,0.202,0,0,43.35,0,0,1,0,498.30400000000003,46.995000000000005,0.544252496578352,High,120,0,92
CUST_002835,12,Enterprise,311.06,10,33.1,2,0,2,8,0.499,2,1,45.910000000000004,1,0,0,0,2986.1760000000004,16.226999999999997,0.47300504964988394,Medium,53,1,98
CUST_002836,60,Basic,28.62,13,39.6,3,0,2,7,0.447,5,0,47.82000000000001,0,0,1,0,1373.7600000000002,35.653999999999996,0.2852014111806835,Medium,120,0,107
CUST_002837,119,Standard,77.7,13,34.0,1,0,2,4,0.324,17,0,37.68,0,0,0,1,7397.040000000001,43.696,0.10649128304590262,Low,120,0,110
CUST_002838,1,Standard,83.11,13,58.7,2,0,0,5,0.172,23,0,44.05,0,0,0,1,66.488,41.785000000000004,0.547776547456306,High,120,0,90
CUST_002839,34,Enterprise,279.56,12,37.6,3,2,1,7,0.403,22,1,45.34,1,1,1,1,7604.032000000001,76.398,0.5452661117814502,High,91,1,97
CUST_002840,11,Basic,28.06,16,42.2,0,1,0,8,0.207,21,0,48.800000000000004,0,1,0,1,246.928,55.36,0.41785735472501473,Medium,120,0,99
CUST_002841,11,Standard,74.64,15,29.5,2,0,0,3,0.393,13,0,37.71,0,0,0,0,656.832,28.687,0.6199022810879452,High,120,0,93
CUST_002842,33,Premium,144.8,17,17.7,1,1,0,9,0.451,5,0,49.33,1,1,0,0,3822.7200000000007,40.201,0.3398801637892121,Medium,120,0,105
CUST_002843,60,Basic,27.44,12,26.6,2,2,0,7,0.638,7,0,46.74,0,1,0,0,1317.1200000000001,40.977999999999994,0.33229324698497537,Medium,120,0,106
CUST_002844,72,Premium,151.37,5,8.9,0,1,0,4,0.607,0,0,27.810000000000002,1,1,0,0,8718.912,56.657,0.3089720547559363,Medium,120,0,106
CUST_002845,20,Basic,30.73,18,40.9,3,0,0,7,0.284,0,0,49.949999999999996,0,0,1,0,491.68000000000006,35.015,0.40367681312306636,Medium,120,0,100
CUST_002846,10,Premium,157.54,11,48.6,5,0,2,9,0.629,14,0,56.16,1,0,1,0,1260.32,33.152,0.5853146597747209,High,120,0,98
CUST_002847,37,Enterprise,290.9,19,67.2,5,0,1,2,0.426,3,0,51.67999999999999,1,0,1,0,8610.64,44.496,0.36851811081653485,Medium,120,0,100
CUST_002848,6,Premium,163.57,13,38.9,1,1,0,5,0.344,3,0,41.55,1,1,0,0,785.136,52.535,0.4992412504149986,Medium,120,0,95
CUST_002849,19,Standard,80.48,16,34.7,3,0,1,7,0.757,1,0,55.55,0,0,1,0,1223.296,33.335,0.45631589583757853,Medium,120,0,102
CUST_002850,10,Basic,28.42,21,36.0,5,0,1,0,0.561,2,1,43.02,0,0,1,0,227.36000000000004,47.093999999999994,0.6615767317259129,High,39,1,87
CUST_002851,25,Enterprise,319.07,18,43.0,1,1,2,4,0.586,8,0,50.62,1,1,0,0,6381.400000000001,49.814,0.3987430157670383,Medium,120,0,102
CUST_002852,6,Standard,82.63,16,46.7,0,0,1,5,0.228,13,0,44.57,0,0,0,0,396.624,26.629,0.4862777376535379,Medium,120,0,99
CUST_002853,5,Basic,30.45,14,14.0,4,0,0,9,0.695,3,0,50.1,0,0,1,0,121.80000000000001,34.97,0.6243785504372567,High,120,0,95
CUST_002854,60,Premium,139.94,19,21.4,0,3,1,7,0.181,7,0,43.04,1,1,0,0,6717.12,42.088,0.31913012040505484,Medium,120,0,106
CUST_002855,2,Standard,78.5,16,9.5,3,0,2,7,0.613,9,1,45.10999999999999,0,0,1,0,125.60000000000001,36.467,0.7032326707756305,High,10,1,93
CUST_002856,16,Basic,31.1,10,14.1,3,0,1,0,0.417,5,1,22.569999999999997,0,0,1,0,398.08000000000004,53.229,0.7587440857482024,Critical,62,1,119
CUST_002857,5,Basic,29.02,9,28.8,1,1,2,6,0.369,3,0,37.019999999999996,0,1,0,0,116.08,53.894000000000005,0.572107188987075,High,120,0,93
CUST_002858,1,Basic,30.06,8,44.6,1,1,0,6,0.471,6,0,42.8,0,1,0,0,24.048000000000002,52.160000000000004,0.5416615859075151,High,120,0,95
CUST_002859,1,Standard,80.39,14,49.8,1,0,2,9,0.176,5,0,50.46000000000001,0,0,0,0,64.312,14.861999999999998,0.4134912899310782,Medium,120,0,99
CUST_002860,4,Standard,84.41,16,7.5,1,1,3,4,0.548,2,0,37.21,0,1,0,0,270.112,53.837,0.645783581069879,High,120,0,91
CUST_002861,48,Standard,75.6,6,16.1,2,0,0,2,0.698,2,0,28.790000000000006,0,0,0,0,2903.04,31.363,0.49284112733029695,Medium,120,0,101
CUST_002862,7,Premium,151.25,7,38.1,4,0,0,8,0.48,1,0,44.03,1,0,1,0,847.0,36.791,0.5798774738459195,High,120,0,93
CUST_002863,72,Premium,137.77,15,18.9,2,1,1,5,0.359,5,0,37.849999999999994,1,1,0,0,7935.552000000001,53.645,0.26633538087150144,Medium,120,0,106
CUST_002864,20,Standard,82.01,18,11.1,3,0,1,8,0.321,19,0,43.75,0,0,1,1,1312.16,51.875,0.584993076309672,High,120,0,96
CUST_002865,13,Basic,30.35,14,22.0,2,0,1,3,0.786,2,0,42.31999999999999,0,0,0,0,315.64000000000004,27.304000000000002,0.581310502115672,High,120,0,96
CUST_002866,20,Premium,135.38,14,9.8,2,2,2,8,0.217,7,1,37.28,1,1,0,0,2166.08,43.816,0.5951985000617499,High,71,1,94
CUST_002867,17,Standard,81.78,12,11.4,2,0,3,6,0.852,12,1,44.46,0,0,0,0,1112.208,26.662,0.6296751393098637,High,74,1,99
CUST_002868,34,Standard,77.65,17,19.6,1,0,2,9,0.461,23,1,50.1,0,0,0,1,2112.0800000000004,29.97,0.3987317522414371,Medium,119,1,104
CUST_002869,7,Standard,73.06,12,25.1,2,0,1,5,0.434,11,1,38.21,0,0,0,0,409.136,28.537,0.6343376644611318,High,33,1,93
CUST_002870,10,Standard,77.73,17,30.2,1,0,1,2,0.279,0,0,35.64000000000001,0,0,0,0,621.8400000000001,29.308,0.5289980657227816,High,120,0,93
CUST_002871,53,Enterprise,280.72,15,9.3,1,0,1,7,0.126,0,0,34.309999999999995,1,0,0,0,11902.528000000002,19.707,0.30002907693135683,Medium,120,0,104
CUST_002872,70,Basic,28.51,9,32.4,2,1,0,9,0.24,8,0,41.52,0,1,0,0,1596.5600000000002,42.544,0.21804034467808375,Low,120,0,108
CUST_002873,53,Premium,145.55,13,15.9,2,0,2,5,0.144,9,0,30.65,1,0,0,0,6171.320000000001,30.805,0.4113312789232632,Medium,120,0,103
CUST_002874,13,Basic,30.38,15,20.5,2,1,1,9,0.432,14,0,47.79,0,1,0,0,315.952,40.663,0.5398862517743567,High,120,0,99
CUST_002875,36,Enterprise,315.4,14,10.1,0,1,1,6,0.337,10,0,35.769999999999996,1,1,0,0,9083.52,54.269000000000005,0.44947344228690317,Medium,120,0,102
CUST_002876,15,Basic,29.62,18,69.5,1,0,0,3,0.351,6,0,51.86999999999999,0,0,0,0,355.44000000000005,24.439,0.34496744484514635,Medium,120,0,102
CUST_002877,16,Basic,26.23,16,70.6,2,1,2,7,0.2,8,0,55.18000000000001,0,1,0,0,335.744,38.446,0.32583583750143946,Medium,120,0,102
CUST_002878,5,Standard,85.81,14,13.5,2,0,1,7,0.491,6,1,41.87,0,0,0,0,343.24,17.439,0.6042325403358311,High,23,1,95
CUST_002879,21,Standard,81.94,17,30.0,3,0,2,9,0.397,16,0,51.94000000000001,0,0,1,1,1376.592,49.418,0.4740932107108268,Medium,120,0,100
CUST_002880,4,Basic,26.3,14,23.0,5,0,0,3,0.184,4,1,30.579999999999995,0,0,1,0,84.16000000000001,50.826,0.7383632565283417,High,18,1,96
CUST_002881,9,Standard,84.04,16,15.2,5,0,2,7,0.661,1,0,47.78,0,0,1,0,605.0880000000001,35.666,0.6458970760343039,High,120,0,93
CUST_002882,46,Standard,74.26,17,27.0,2,0,0,7,0.587,1,0,50.839999999999996,0,0,0,0,2732.768,14.748000000000001,0.27591538916778574,Medium,120,0,106
CUST_002883,5,Basic,29.46,17,3.7,1,0,0,10,0.306,0,0,44.230000000000004,0,0,0,0,117.84000000000002,16.730999999999998,0.4926510815423976,Medium,120,0,98
CUST_002884,1,Standard,78.47,11,5.5,3,0,0,6,0.769,11,0,40.03,0,0,1,0,62.776,47.991,0.7667604983626806,Critical,120,0,90
CUST_002885,1,Premium,146.61,13,23.2,4,0,1,2,0.191,6,1,27.780000000000005,1,0,1,0,117.28800000000001,51.666,0.7664953931168969,Critical,7,1,80
CUST_002886,67,Premium,160.61,17,3.0,7,1,0,6,0.265,4,1,35.199999999999996,1,1,1,0,8608.696000000002,74.44,0.4589377744438676,Medium,119,1,100
CUST_002887,16,Premium,147.13,15,25.0,4,0,1,7,0.578,9,0,48.05999999999999,1,0,1,0,1883.2640000000001,35.582,0.5981265639763651,High,120,0,97
CUST_002888,12,Premium,136.35,17,12.3,0,0,2,6,0.709,2,0,46.87,1,0,0,0,1308.96,25.939000000000004,0.49710439163289083,Medium,120,0,101
CUST_002889,39,Standard,86.06,14,25.3,0,0,1,7,0.535,9,0,46.29,0,0,0,0,2685.072,16.113,0.34323415130358365,Medium,120,0,106
CUST_002890,43,Basic,31.44,19,23.7,2,0,0,5,0.213,13,0,40.37,0,0,0,0,1081.536,27.889000000000003,0.39966033055383055,Medium,120,0,103
CUST_002891,9,Basic,30.07,16,48.9,4,1,0,4,0.369,6,0,46.05,0,1,1,0,216.50400000000002,71.185,0.5758370729118882,High,120,0,91
CUST_002892,28,Premium,148.04,14,25.4,1,1,1,7,0.249,24,0,40.6,1,1,0,1,3316.096,57.82,0.47925230980859634,Medium,120,0,99
CUST_002893,35,Enterprise,274.65,21,38.1,1,0,0,8,0.794,9,0,64.31,1,0,0,0,7690.200000000001,10.707,0.2618662016949222,Medium,120,0,107
CUST_002894,25,Standard,83.59,22,8.6,1,0,2,9,0.265,4,0,47.88,0,0,0,0,1671.8000000000002,15.636,0.3829201756645658,Medium,120,0,103
CUST_002895,3,Basic,26.54,5,29.9,4,0,0,8,0.607,6,1,42.11,0,0,1,0,63.696000000000005,37.367,0.6775097127833977,High,16,1,91
CUST_002896,50,Basic,26.5,13,26.6,0,0,1,6,0.289,0,0,38.76,0,0,0,0,1060.0,28.372,0.26639769923416984,Medium,120,0,106
CUST_002897,18,Standard,79.59,14,26.9,2,0,0,8,0.559,17,0,49.25,0,0,0,1,1146.0960000000002,30.225,0.47236337430985087,Medium,120,0,99
CUST_002898,7,Standard,73.63,15,26.4,1,1,0,4,0.333,7,0,37.580000000000005,0,1,0,0,412.328,53.726,0.5776155194218198,High,120,0,93
CUST_002899,13,Basic,26.14,18,49.5,2,1,1,8,0.29,3,0,54.65,0,1,0,0,271.856,38.605000000000004,0.3508724736117929,Medium,120,0,101
CUST_002900,1,Enterprise,294.4,11,34.4,3,3,2,7,0.482,13,1,44.96,1,1,1,0,235.51999999999998,61.512,0.7705836267185375,Critical,7,1,119
CUST_002901,3,Standard,73.27,13,31.3,7,0,2,5,0.343,0,0,39.24999999999999,0,0,1,0,175.848,48.22500000000001,0.7146784851527584,High,120,0,107
CUST_002902,34,Enterprise,278.7,15,21.2,5,0,0,8,0.261,5,0,42.58,1,0,1,0,7580.639999999999,37.226,0.48886124573705325,Medium,120,0,98
CUST_002903,1,Premium,136.39,13,36.7,2,0,0,6,0.246,9,0,40.93000000000001,1,0,0,0,109.112,27.721,0.5748186801436864,High,120,0,92
CUST_002904,12,Premium,140.21,27,48.3,0,0,0,7,0.433,8,0,64.15,1,0,0,0,1346.016,10.754999999999997,0.2880112798057044,Medium,120,0,105
CUST_002905,17,Standard,82.4,19,32.0,2,1,2,8,0.306,0,0,50.72,0,1,0,0,1120.64,39.784,0.3778035725192779,Medium,120,0,100
CUST_002906,1,Standard,83.88,18,21.8,1,1,1,6,0.438,1,0,45.300000000000004,0,1,0,0,67.104,51.41,0.5303880654677664,High,120,0,95
CUST_002907,86,Standard,78.25,14,34.7,2,1,2,10,0.592,13,0,56.25,0,1,0,0,5383.6,38.125,0.14735438275151289,Low,120,0,110
CUST_002908,6,Standard,79.1,12,22.7,4,0,0,7,0.381,2,1,40.43,0,0,1,0,379.68,37.870999999999995,0.6364865925279273,High,25,1,90
CUST_002909,8,Standard,71.62,18,41.7,1,0,0,10,0.31,4,0,56.71000000000001,0,0,0,0,458.36800000000005,12.986999999999998,0.3395935320524553,Medium,120,0,103
CUST_002910,8,Enterprise,273.25,14,25.3,4,0,1,5,0.378,30,0,39.15,1,0,1,1,1748.8000000000002,63.255,0.7542872392189407,Critical,120,0,119
CUST_002911,6,Premium,141.78,9,14.4,3,0,3,4,0.724,6,1,35.800000000000004,1,0,1,0,680.5440000000001,49.26,0.7524229378957165,Critical,25,1,89
CUST_002912,1,Premium,150.31,18,65.5,3,1,2,7,0.262,5,1,56.88999999999999,1,1,1,0,120.248,57.933,0.45292584957878146,Medium,7,1,96
CUST_002913,31,Premium,156.14,10,51.0,0,0,1,7,0.734,6,0,53.980000000000004,1,0,0,0,3872.2719999999995,13.805999999999997,0.2963574486776889,Medium,120,0,106
CUST_002914,81,Basic,29.61,20,45.2,0,0,1,7,0.61,1,0,59.760000000000005,0,0,0,0,1918.728,12.072,0.09025735918614233,Low,120,0,111
CUST_002915,6,Basic,28.37,14,27.4,1,1,2,10,0.528,8,0,52.78,0,1,0,0,136.17600000000002,39.166,0.4784149235833497,Medium,120,0,101
CUST_002916,26,Standard,72.97,9,25.1,6,0,1,0,0.207,0,0,20.669999999999998,0,0,1,0,1517.776,53.799,0.720684108120685,High,120,0,100
CUST_002917,32,Standard,83.44,13,47.2,0,0,2,7,0.326,2,0,47.68,0,0,0,0,2136.064,15.696,0.27412699642418054,Medium,120,0,105
CUST_002918,45,Premium,144.94,12,10.3,3,1,3,6,0.122,2,0,29.53,1,1,1,0,5217.84,76.14099999999999,0.4994774442199737,Medium,120,0,98
CUST_002919,13,Standard,82.73,9,32.3,2,0,0,6,0.546,0,0,41.61,0,0,0,0,860.392,27.517000000000003,0.49838734427379366,Medium,120,0,97
CUST_002920,8,Standard,79.21,15,23.9,2,1,0,9,0.132,2,0,42.81,0,1,0,0,506.94399999999996,42.157,0.4723440336232393,Medium,120,0,96
CUST_002921,9,Standard,82.77,14,18.6,1,1,0,8,0.07,6,0,36.980000000000004,0,1,0,0,595.944,43.906,0.5199896011890812,High,120,0,95
CUST_002922,29,Basic,31.36,14,16.6,2,0,1,5,0.134,3,0,31.66,0,0,0,0,727.552,30.502,0.488516751616686,Medium,120,0,97
CUST_002923,40,Standard,85.65,20,55.7,2,0,0,8,0.409,0,0,60.89,0,0,0,0,2740.8,11.733,0.18055920376653142,Low,120,0,107
CUST_002924,4,Premium,150.05,8,43.2,2,0,1,7,0.471,6,0,44.379999999999995,1,0,0,0,480.1600000000001,16.686,0.534630853124838,High,120,0,96
CUST_002925,11,Basic,29.07,17,16.6,0,1,0,6,0.646,2,1,46.9,0,1,0,0,255.816,50.93,0.4787119064815351,Medium,39,1,100
CUST_002926,55,Standard,75.3,19,7.7,0,0,2,6,0.295,45,1,39.21,0,0,0,1,3313.2000000000003,43.236999999999995,0.4979089961627783,Medium,119,1,105
CUST_002927,39,Standard,85.89,17,5.4,1,0,2,7,0.544,16,1,43.49999999999999,0,0,0,1,2679.768,31.950000000000003,0.42571256949414915,Medium,119,1,103
CUST_002928,100,Basic,28.76,25,35.4,2,1,0,7,0.46,4,0,58.81999999999999,0,1,0,0,2300.8,37.354,0.079373026210563,Low,120,0,111
CUST_002929,33,Basic,26.84,16,74.0,0,0,2,7,0.694,3,0,66.08000000000001,0,0,0,0,708.576,10.175999999999995,0.17792657937670617,Low,120,0,108
CUST_002930,11,Enterprise,294.98,18,30.0,1,0,1,8,0.417,0,0,51.34000000000001,1,0,0,0,2595.8240000000005,14.597999999999997,0.38632160114702563,Medium,120,0,101
CUST_002931,21,Standard,73.11,14,10.1,2,0,2,10,0.59,0,0,48.83,0,0,0,0,1228.248,15.351,0.43522798302496024,Medium,120,0,102
